document_title,source_url,document_type,session,date,year,question_number,asked_by,minister,section,question_text,parts_count
"Tuesday, 20th June, 2023",https://www.parliament.gov.zm/node/11075,Order Paper,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,,,294,Mr Amutike (Mongu Central),Minister of Local Government and Rural Development,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to rehabilitate township roads in Mongu District, especially the Old Shoprite and Libonda roads; and (b) if so, when the plans will be implemented.",2
"Tuesday, 20th June, 2023",https://www.parliament.gov.zm/node/11075,Order Paper,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,,,295,Mr Kamondo (Mufumbwe),Minister of Home Affairs and Internal Security,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to construct staff houses for the following institutions in Mufumbwe Parliamentary Constituency: (i) Zambia Police Service; and (ii) Zambia Correctional Service; and (b) if so, when the plans will be implemented.",3
"Tuesday, 2nd February, 2021",https://www.parliament.gov.zm/node/8705,Order Paper,FIFTH SESSION OF THE TWELFTH ASSEMBLY,,,106,Mr Chaatila (Moomba),Minister of Finance,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) what the cause of the sharp depreciation of the Kwacha against the United States Dollar and other major convertible currencies from an average of K3 in 2011 to around K15 in March, 2020, was; and (b) what measures are being taken to avert further depreciation of the Kwacha.",2
"Tuesday, 2nd February, 2021",https://www.parliament.gov.zm/node/8705,Order Paper,FIFTH SESSION OF THE TWELFTH ASSEMBLY,,,107,Mr Chiyalika (Lufubu),Minister of Home Affairs,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) how many registered political parties there were as of December, 2019; (b) whether the political parties are compliant with the requirement to conduct intra-party elections in accordance with Article 60 of the Republican Constitution; and (c) if not, whether there are any plans to deregister the non compliant political parties before the 2021 General Elections.",3
"Tuesday, 2nd February, 2021",https://www.parliament.gov.zm/node/8705,Order Paper,FIFTH SESSION OF THE TWELFTH ASSEMBLY,,,108,Mr Kabanda (Serenje),Minister of Mines and Minerals Development what specific measures the Government is taking to harness the mining of manganese and gold in the country to ensure that the country benefits from the resources.,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),,0
"Tuesday, 2nd February, 2021",https://www.parliament.gov.zm/node/8705,Order Paper,FIFTH SESSION OF THE TWELFTH ASSEMBLY,,,109,Mr Kasonso (Solwezi West),Minister of Energy,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),(a) why the electrification of palaces for Senior Chiefs Musele and Mukumbi in Solwezi West Parliamentary Constituency has stalled; (b) when the works will resume; and (c) what the time frame for the completion of the projects is.,3
"Tuesday, 2nd February, 2021",https://www.parliament.gov.zm/node/8705,Order Paper,FIFTH SESSION OF THE TWELFTH ASSEMBLY,,,110,Mr Chabi (Chipili),"Minister of Commerce, Trade and Industry",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) whether the Government is aware that Our Civic Duty Association (OCIDA) which was launched on 24th June, 2020, at Kapingila House, in Lusaka, as a Civil Society Organisation (CSO), is registered as a construction company at the Patents and Companies Registration Agency; (b) if so, whether OCIDA would be permitted to continue operating as a CSO; and (c) if it will not be permitted, why.",3
"Tuesday, 2nd February, 2021",https://www.parliament.gov.zm/node/8705,Order Paper,FIFTH SESSION OF THE TWELFTH ASSEMBLY,,,111,Mr Kabamba (Kafulafuta),Minister of Local Government,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),(a) when the construction of a mourners’ shelter at Kantolomba Cemetery in Bwana Mukubwa Parliamentary Constituency will commence; and (b) when the tarring of the road to the Cemetery will commence.,2
"Tuesday, 2nd February, 2021",https://www.parliament.gov.zm/node/8705,Order Paper,FIFTH SESSION OF THE TWELFTH ASSEMBLY,,,112,Ms Subulwa (Sioma),Minister of Justice,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) whether the Government has any plans to domesticate the following: (i) The Biological Weapons Convention of 1975; and (ii) The United Nations Security Council Resolution 1540 of 2004; (b) if so, when the plans will be implemented; and (c) if there are no plans to domesticate the protocols, why. _____________________",4
"Wednesday, 31st March, 2021",https://www.parliament.gov.zm/node/8872,Order Paper,FIFTH SESSION OF THE TWELFTH ASSEMBLY,,,155,Mr Chiyalika (Lufubu),Minister of Local Government,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),(a) when the rehabilitation of feeder roads in Ngabwe District will commence; (b) what the estimated cost of the project is; (c) what the time frame for the completion of the project is; and (d) who the contractor for the project is.,4
"Wednesday, 31st March, 2021",https://www.parliament.gov.zm/node/8872,Order Paper,FIFTH SESSION OF THE TWELFTH ASSEMBLY,,,156,Ms Kasune (Keembe),"Minister of Youth, Sport and Child Development",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) how many youths in Keembe Parliamentary Constituency benefited from the Youth Empowerment Fund from 2018 to 2020, year by year; (b) which projects were approved for funding; (c) if no youths benefited from the Fund, why; and (d) when the youths in Keembe will be considered for empowerment.",4
"Tuesday, 13th February, 2024",https://www.parliament.gov.zm/node/11562,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,166,Mr Kamondo (Mufumbwe),Minister of Lands and Natural Resources what measures the Government is taking to ensure easy acquisition of Certificates of Title in rural areas.,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),,0
"Tuesday, 13th February, 2024",https://www.parliament.gov.zm/node/11562,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,167,Mr E Daka (Msanzala),Minister of Community Development and Social Services,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) how many beneficiaries of the Social Cash Transfer Programme there were in Msanzala Parliamentary Constituency, as of March, 2023; (b) whether there were any eligible beneficiaries in the Constituency, who were not on the Programme as of the date at (a); and (c) if so, why the eligible beneficiaries were not on the Programme.",3
"Tuesday, 13th February, 2024",https://www.parliament.gov.zm/node/11562,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,168,Mr Kapyanga (Mpika),Minister of Energy,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) when the Government will electrify the following schools in Mpika Parliamentary Constituency: (i) Changalilo Day Secondary; and (ii) Katongo Kapala Primary; (b) what the estimated cost of each project is; and (c) what the timeframe for each project is. 169. Ms.Halwiindi (Kabwe Central) - to ask the.Minister of Youth, Sport and Arts: (a) whether the Government has any plans to rehabilitate Venus Theatre Club in Kabwe District; (b) if so, when the plans will be implemented; and (c) if there are no such plans, why.",7
"Tuesday, 13th February, 2024",https://www.parliament.gov.zm/node/11562,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,170,Mr Chonde (Milenge),Minister ofEnergy,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to construct a hydro power station at Mumbotuta Falls in Milenge Parliamentary Constituency; (b) if so, when the plans will be implemented; (c) what the estimated cost of the project is; and (d) how much power the station is estimated to generate when operationalized. 171. Mr Chanda (Kanchibiya) - to ask theMinister of Local Government and Rural Development: (a) whether the Government has any plans to construct a modern bus station in Kanchibiya District; (b) if so, when the plans will be implemented; (c) what the estimated cost of the project is; and (d) if there are no such plans, why.",8
"Tuesday, 13th February, 2024",https://www.parliament.gov.zm/node/11562,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,172,Mr.Chisanga (Lukashya),Minister of Health,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) when the construction of health centres in the following Wards in Lukashya Parliamentary Constituency will resume: (i) Chiba; (ii) Kupumaula; and (iii) Musowa; (b) what the cause of the delay in completing the projects is; and (c) what the estimated time frame for the completion of each project, is. 173. Mr Kolala (Lufubu) - to ask theVice President: (a) whether the Government has any plans to relocate the country’s capital city from Lusaka, which is very congested, to Ngabwe District; (b) if so, when the plans will be implemented; and (c) if there are no such plans, why.",7
"Tuesday, 13th February, 2024",https://www.parliament.gov.zm/node/11562,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,174,Mr L Lungu (Kapoche),Minister of Water Development and Sanitation,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) when the Government will rehabilitate the following dams in Kapoche Parliamentary Constituency: (i) Chikalaba; (vi) Mpampeni; (ii) Misaele; (vii) Mkanda; (iii) Mulela; (viii) Dwangwa; and (iv) Chausa; (ix) Kalole; (v) Chindero; (b) whether the Government has any plans to construct additional dams in the Constituency; (c) if so, when the plans will be implemented; and (d) if there are no such plans, why.",6
"Tuesday, 13th February, 2024",https://www.parliament.gov.zm/node/11562,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,175,Mr Mabenga (Mulobezi),Minister of Health,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) why Mulobezi District was allocated only four (4) health posts under the 650 Health Posts Project; (b) whether the Government has any plans to construct additional health posts in the District; (c) if so, when the plans will be implemented; and (d) if there are no such plans, why.",4
"Tuesday, 13th February, 2024",https://www.parliament.gov.zm/node/11562,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,176,Mr Nyambose (Chasefu),Minister of Agriculture,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) when the Government will recruit a District Agriculture Marketing Officer for Chasefu District; (b) whether the Government has any plans to open up more grain marketing depots in the District; (c) if so, when the plans will be implemented; and (d) in which locations of the District, the depots will be opened.",4
"Tuesday, 13th February, 2024",https://www.parliament.gov.zm/node/11562,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,177,Mr Miyutu (Kalabo Central),"Minister of Commerce, Trade and Industry what products can be made, at industrial level, from the sand and water that are in abundance in Kalabo District.",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),,0
"Tuesday, 13th February, 2024",https://www.parliament.gov.zm/node/11562,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,178,Mr Mtayachalo (Chama North),Minister of Technology and Science,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government is aware that over 800 former Zambia Postal Services (ZAMPOST) workers who were retired or retrenched between the period 2016 to 2022, countrywide, have been living in destitution due to the none payment of their terminal benefits; (b) if so, what measures are being taken to resolve the problem; and (c) when the Government will pay terminal benefits to all former ZAMPOST workers who have been retained on the payroll.",3
"Tuesday, 13th February, 2024",https://www.parliament.gov.zm/node/11562,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,179,Mr Mutelo (Mitete),"Minister of Infrastructure, Housing and Urban Development",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),(a) why the construction of Mitete Boarding Secondary School in Mitete District has stalled; (b) when the works will resume; and (c) what the time frame for the completion of the project is.,3
"Tuesday, 13th February, 2024",https://www.parliament.gov.zm/node/11562,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,180,Ms M Phiri (Milanzi),Minister of Energy when the following schools in Milanzi Parliamentary Constituency will be electrified under the Rural Electrification Programme,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),(a) Kathumba Primary; (g) Chamiwawa Primary; (b) Kawaza Primary; (h) Chimwa Primary; (c) Kakula Primary; (i) Katiula Secondary; (d) Mbinga Primary; (j) Kamphambe Secondary; and (e) Mnthipa Primary; (k) Umodzi Secondary. (f) Katawa Primary; ___________________________,6
"Tuesday, 3rd October, 2023",https://www.parliament.gov.zm/node/11336,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,59,Mr C Chibuye (Mkushi North),"Minister of Infrastructure, Housing and Urban Development",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to upgrade Mkushi-Musofu-Mundawanga road in Mkushi District to bituminous standard; (b) if so, what mode of financing will be used for the project; (c) when the project will be implemented; and (d) if there are no such plans, why.",4
