document_title,source_url,document_type,session,date,year,question_number,asked_by,minister,section,question_text,parts_count,month,day_of_week,quarter,is_weekend,parliamentary_year,session_quarter,question_sequence,questions_per_day,mp_questions_total,mp_questions_this_year,mp_activity_rate,minister_questions_total,minister_questions_this_month,is_budget_season,is_election_year,text_length,word_count,sentence_count,avg_word_length,flesch_score,flesch_grade,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_compound,is_yes_no_question,is_how_question,is_why_question,is_what_question,is_when_question,is_where_question,urgency_score,contains_numbers,contains_percentages,contains_money,topic_health,topic_education,topic_infrastructure,topic_agriculture,topic_mining,topic_water,topic_energy,topic_security,topic_finance,topic_governance,multi_sector_question,sector_count,dominant_sector,has_geographic_focus,mp_name,constituency,mp_cleaned_name,mp_gender,province,is_urban_constituency,is_mining_region,is_border_province,has_title,name_length,has_multiple_names,mp_minister_interactions,minister_diversity,mp_diversity,mp_rank_by_activity,minister_rank_by_workload,province_questions_total,province_mp_count,province_avg_questions_per_mp,gender_questions_total,is_female_mp,mp_question_interval,mp_avg_question_interval,mp_consistent_questioner,minister_high_pressure,end_of_year_activity,start_of_year_activity
"Wednesday, 14th September, 2022",https://www.parliament.gov.zm/node/10340,Order Paper,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,,,9,Mr Simbao (Luanshya),Minister of Health,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),(a) when the Chibolya Mini Hospital and Chifulube Clinic in Luanshya Parliamentary Constituency will become operational; and (b) what the cause of the delay in operationalising the health facilities is.,2,,,,0,,,,,5,,,173,,0,0,202,30,1,5.766666666666667,4.3650000000000375,20.103333333333335,0.0,0.073,0.927,-0.3182,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,health,1,Mr Simbao (Luanshya),Luanshya,Simbao,Male,Copperbelt,0,1,0,1,6,0,1,4,95,1447.5,277.0,21,5,4.2,1515,0,,,0,1,0,0
"Wednesday, 28th February, 2024",https://www.parliament.gov.zm/node/11598,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,248,Mr Simbao (Luanshya),Minister of Water Development and Sanitation,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government is aware that Kafubu Water Supply and Sanitation Company has increased its service charge for sewerage collection in public schools in Luanshya Parliamentary Constituency; (b) if so, what the rationale for the increment is; and (c) why the increment is only targeted at public schools in the Constituency.",3,,,,0,,,,,5,,,61,,0,0,332,52,1,5.403846153846154,-0.5026923076922856,26.247692307692308,0.04,0.0,0.96,0.2732,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,3,education,1,Mr Simbao (Luanshya),Luanshya,Simbao,Male,Copperbelt,0,1,0,1,6,0,1,4,42,1447.5,994.0,21,5,4.2,1515,0,,,0,0,0,0
"Wednesday, 30th October, 2024",https://www.parliament.gov.zm/node/11965,Order Paper,FOURTH SESSION OF THE THIRTEENTH ASSEMBLY,,,72,Mr Simbao (Luanshya),"Minister of Infrastructure, Housing and Urban Development",7. QUESTIONS FOR ORAL ANSWER (STANDING ORDER 80),(a) why the construction of a staff house at Kapupulu Health Centre in Luanshya Parliamentary Constituency has stalled; (b) when the project will resume; and (c) what the time frame for the completion of the project is. ___________________________,3,,,,0,,,,,5,,,190,,0,0,247,38,2,5.526315789473684,39.13868421052632,17.240526315789477,0.0,0.048,0.952,-0.2023,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,health,1,Mr Simbao (Luanshya),Luanshya,Simbao,Male,Copperbelt,0,1,0,1,6,0,2,4,98,1447.5,95.5,21,5,4.2,1515,0,,,0,1,0,0
"Thursday, 13th February, 2025",https://www.parliament.gov.zm/node/12145,Order Paper,FOURTH SESSION OF THE THIRTEENTH ASSEMBLY,,,184,Mr Simbao (Luanshya),"Minister of Infrastructure, Housing and Urban Development",6. QUESTIONS FOR ORAL ANSWER (STANDING ORDER 80),"(a) why the construction of a hospital in Fisenge area in Luanshya Parliamentary Constituency has stalled; (b) when the project will resume; (c) what the cost of the project is; (d) how much money had been paid to the contractor for the project, as of March, 2024; and (e) when the project will be completed.",5,,,,0,,,,,5,,,190,,0,0,308,55,1,4.618181818181818,24.879090909090934,23.452727272727277,0.0,0.033,0.967,-0.2023,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,3,health,1,Mr Simbao (Luanshya),Luanshya,Simbao,Male,Copperbelt,0,1,0,1,6,0,2,4,98,1447.5,95.5,21,5,4.2,1515,0,,,0,1,0,0
"Tuesday, 3rd March, 2020",https://www.parliament.gov.zm/node/8305,Order Paper,FOURTH SESSION OF THE TWELFTH ASSEMBLY,,,215,Mr Simbao (Senga Hill),Minister of Housing and Infrastructure Development,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) when the grading of the Senga Hill - Chinakila road will commence; (b) why the road has not been maintained for the past three (3) years; (c) whether the Government has any plans to tar the road; and (d) if so, when the plans will be implemented.",4,,,,0,,,,,7,,,67,,0,0,250,48,1,4.229166666666667,51.129999999999995,17.803829787234047,0.0,0.0,1.0,0.0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,infrastructure,0,Mr Simbao (Senga Hill),Senga Hill,Simbao,Male,Northern,0,0,1,1,6,0,2,6,44,1251.0,930.0,22,6,3.6666666666666665,1515,0,,,0,0,0,0
"Tuesday, 15th September, 2020",https://www.parliament.gov.zm/node/8436,Order Paper,FIFTH SESSION OF THE TWELFTH ASSEMBLY,,,6,Mr Simbao (Senga Hill),Minister of Home Affairs,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),(a) when police officers will be deployed to Senga Police Post in Senga Hill Parliamentary Constituency; (b) what the cause of the delay in deploying the staff is; and (c) whether the Government has any plans to construct additional staff houses at the Police Post.,3,,,,0,,,,,7,,,30,,0,0,265,45,1,4.911111111111111,23.920000000000044,21.102222222222228,0.0,0.05,0.95,-0.3182,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,security,1,Mr Simbao (Senga Hill),Senga Hill,Simbao,Male,Northern,0,0,1,1,6,0,1,6,26,1251.0,1268.5,22,6,3.6666666666666665,1515,0,,,0,0,0,0
"Tuesday, 20th February, 2018",https://www.parliament.gov.zm/node/7368,Order Paper,SECOND SESSION OF THE TWELFTH ASSEMBLY,,,122,Mr Simbao (Senga Hill),Minister of Finance,QUESTIONS FOR ORAL ANSWER,(a) what the total cash net flow as of 2016 was; (b) how much of the total cash net flow was Foreign Direct Investment (FDI); (c) how much the Foreign Portfolio Investment (FPI) was; and (d) what the FPI/FDI ratio was.,4,,,,0,,,,,7,,,17,,0,0,218,41,1,4.341463414634147,49.66878048780491,16.51707317073171,0.0,0.0,1.0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,health,0,Mr Simbao (Senga Hill),Senga Hill,Simbao,Male,Northern,0,0,1,1,6,0,1,6,10,1251.0,1444.0,22,6,3.6666666666666665,1515,0,,,0,0,0,0
"Tuesday, 13th March, 2018",https://www.parliament.gov.zm/node/7436,Order Paper,SECOND SESSION OF THE TWELFTH ASSEMBLY,,,234,Mr Simbao (Senga Hill),Minister of Higher Education,QUESTIONS FOR ORAL ANSWER (STANDING ORDER NO. 30),"(a) how many lecturers with PhDs there were at the University of Zambia as of December, 2017; (b) how many lecturers above, were in the School of Engineering; (c) how many lecturers at (b) were in the Department of Electrical Engineering; (d) whether the University is able to attract lecturers with PhD qualifications; and (e) if not, why.",5,,,,0,,,,,7,,,8,,0,0,340,58,1,4.879310344827586,-0.814310344827561,27.78172413793104,0.042,0.0,0.958,0.3612,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,education,0,Mr Simbao (Senga Hill),Senga Hill,Simbao,Male,Northern,0,0,1,1,6,0,1,6,8,1251.0,1573.5,22,6,3.6666666666666665,1515,0,,,0,0,0,0
"Thursday, 11th February, 2021",https://www.parliament.gov.zm/node/8749,Order Paper,FIFTH SESSION OF THE TWELFTH ASSEMBLY,,,131,Mr Simbao (Senga Hill),Minister of Housing and Infrastructure Development,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),(a) when the tarring of the Lunte-Zakaria-Senga Hill road will commence; (b) what has caused the delay in commencing the project; and (c) what the time frame for the completion of the project is.,3,,,,0,,,,,7,,,67,,0,0,195,34,1,4.764705882352941,55.377941176470614,13.981764705882352,0.0,0.065,0.935,-0.3182,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infrastructure,0,Mr Simbao (Senga Hill),Senga Hill,Simbao,Male,Northern,0,0,1,1,6,0,2,6,44,1251.0,930.0,22,6,3.6666666666666665,1515,0,,,0,0,0,0
"Tuesday, 20th April, 2021",https://www.parliament.gov.zm/node/8937,Order Paper,FIFTH SESSION OF THE TWELFTH ASSEMBLY,,,164,Mr Simbao (Senga Hill),Minister of Mines and Minerals Development,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) how many metric tonnes of copper were produced, countrywide, from 2012 to 2019, year by year; (b) what challenges hampered the mines from producing above one million metric tonnes per year; (c) when is copper production expected to reach one million metric tonnes per year; and (d) what the size of each copper slag dump in the following Districts was, as of July, 2020: (i) Solwezi; (ii) Mufulira; (iii) Chingola; and (iv) Chililabombwe.",5,,,,0,,,,,7,,,49,,0,0,442,74,1,4.986486486486487,10.541216216216242,30.172702702702704,0.032,0.034,0.934,-0.296,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,mining,1,Mr Simbao (Senga Hill),Senga Hill,Simbao,Male,Northern,0,0,1,1,6,0,1,6,33,1251.0,1103.0,22,6,3.6666666666666665,1515,0,,,0,0,0,0
"Tuesday, 26th January, 2021",https://www.parliament.gov.zm/node/8684,Order Paper,FIFTH SESSION OF THE TWELFTH ASSEMBLY,,,87,Mr Simbao (Senga Hill),Minister of General Education,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) whether the Government is implementing the free education policy; (b) if so, which grades are benefiting from the policy; (c) what the benefits of the policy are; and (d) whether the policy has yielded the intended results so far.",4,,,,0,,,,,7,,,54,,0,0,234,40,1,4.875,24.53000000000003,19.775000000000002,0.134,0.0,0.866,0.7096,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,education,0,Mr Simbao (Senga Hill),Senga Hill,Simbao,Male,Northern,0,0,1,1,6,0,1,6,34,1251.0,1051.5,22,6,3.6666666666666665,1515,0,,,0,0,0,0
"Thursday, 27th February, 2020",https://www.parliament.gov.zm/node/8294,Order Paper,FOURTH SESSION OF THE TWELFTH ASSEMBLY,,,199,Mr Simfukwe (Mbala),Minister of Energy,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),(a) why the electrification of the following areas in Mbala Parliamentary Constituency has stalled: (i) Chief Mwamba; (ii) Chief Zombe; (iii) Kasesha Border; and (iv) Chisanza on the shores of Lake Tanganyika; (b) when works on the projects will resume; and (c) what has caused the delay in completing the projects.,4,,,,0,,,,,3,,,88,,0,0,315,51,1,5.196078431372549,22.364117647058862,22.809803921568633,0.0,0.077,0.923,-0.4767,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,security,1,Mr Simfukwe (Mbala),Mbala,Simfukwe,Male,Northern,0,0,1,1,8,0,1,3,63,1597.5,628.5,22,6,3.6666666666666665,1515,0,,,0,0,0,0
"Tuesday, 25th February, 2020",https://www.parliament.gov.zm/node/8291,Order Paper,FOURTH SESSION OF THE TWELFTH ASSEMBLY,,,178,Mr Simfukwe (Mbala),Minister of Energy whether the Government has any plans to connect the following areas in Mbala Parliamentary Constituency to the national electricity grid,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),(a) Masamba; (b) Chief Penza; (c) Chief Kela; and (d) Kaka Secondary School.,4,,,,0,,,,,3,,,1,,0,0,76,13,1,4.923076923076923,69.99384615384618,6.726153846153846,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,education,0,Mr Simfukwe (Mbala),Mbala,Simfukwe,Male,Northern,0,0,1,1,8,0,1,3,1,1597.5,1720.5,22,6,3.6666666666666665,1515,0,,,0,0,0,0
"Thursday, 13th February, 2020",https://www.parliament.gov.zm/node/8281,Order Paper,FOURTH SESSION OF THE TWELFTH ASSEMBLY,,,122,Mr Simfukwe (Mbala),Minister of Housing and Infrastructure Development,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 30),"(a) whether the Government is aware  that the Mbala-Kaseshya road is in a deplorable state; (b) if so, when the rehabilitation works will commence; (c) what the cost of the project is; and (d) what the time frame for the completion of the project is.",4,,,,0,,,,,3,,,67,,0,0,250,45,1,4.555555555555555,40.84000000000003,18.742222222222228,0.0,0.0,1.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,infrastructure,0,Mr Simfukwe (Mbala),Mbala,Simfukwe,Male,Northern,0,0,1,1,8,0,1,3,44,1597.5,930.0,22,6,3.6666666666666665,1515,0,,,0,0,0,0
"Thursday, 14th July, 2022",https://www.parliament.gov.zm/node/10254,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,368,Mr Simumba (Nakonde),"Minister of Infrastructure, Housing and Urban Development",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) why the construction of the Nakonde - Kanyala road has stalled; (b) when the project will resume; (c) how much money was paid to the contractor, as of September, 2021; (d) what the cost of the outstanding works is; and (e) what the time frame for the completion of the project is. NOTICE OF MOTION Ms Nakaponda Adopt Report of the Committee on Health, Community Development and Social Services: That this House do adopt the Report of the Committee on Health, Community Development and Social Services on the Report of the Auditor General on the Follow-up Audit Report on the Performance Audit on the Distribution of Medicines and Medical Supplies by the Ministry of Health in Zambia, for the First Session of the Thirteenth National Assembly, laid on the Table of the House on Monday, 11th July, 2022.",5,,,,0,,,,,7,,,190,,0,0,805,139,2,4.798561151079137,5.608695652173935,29.618550724637682,0.052,0.013,0.936,0.6808,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,4,health,1,Mr Simumba (Nakonde),Nakonde,Simumba,Male,Muchinga,0,0,1,1,7,0,1,7,98,1251.0,95.5,140,9,15.555555555555555,1515,0,,,0,1,0,0
"Friday,15th December, 2023",https://www.parliament.gov.zm/node/11523,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,164,Mr Simumba (Nakonde),Minister of Home Affairs and Internal Security,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to construct houses for the police in Nakonde Parliamentary Constituency; (b) if so, when the plans will be implemented; and (c) if there are no such plans, why.",3,,,,0,,,,,7,,,76,,0,0,202,35,1,4.8,43.20142857142858,15.928571428571427,0.0,0.061,0.939,-0.296,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,security,1,Mr Simumba (Nakonde),Nakonde,Simumba,Male,Muchinga,0,0,1,1,7,0,1,7,47,1251.0,789.5,140,9,15.555555555555555,1515,0,,,0,0,0,0
"Wednesday, 28th February, 2024",https://www.parliament.gov.zm/node/11598,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,247,Mr Simumba (Nakonde),"Minister of Commerce, Trade and Industry",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government is aware that the mealie meal prices in Nakonde District have risen to about K400 per 25kg bag; and (b) if so, what measures are being taken to ensure that the Zambia National Service (ZNS) mealie meal, which sells at K230 per 25kg bag is availed to all parts of the country that do not have prescribed ZNS outlets.",2,,,,0,,,,,7,,,18,,0,0,342,63,1,4.444444444444445,30.090000000000032,24.713333333333335,0.04,0.0,0.96,0.3818,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,governance,1,Mr Simumba (Nakonde),Nakonde,Simumba,Male,Muchinga,0,0,1,1,7,0,1,7,16,1251.0,1417.5,140,9,15.555555555555555,1515,0,,,0,0,0,0
"Wednesday, 29th March, 2023",https://www.parliament.gov.zm/node/10986,Order Paper,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,,,243,Mr Simumba (Nakonde),"Minister of Agriculture what urgent measures the Government is taking to curb the escalating price of mealie meal which is as high as K300 in Nakondeand other districts, despite the Government offloading cheaper maize from the Food Reserve Agency.",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 76),,0,,,,0,,,,,7,,,1,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,health,0,Mr Simumba (Nakonde),Nakonde,Simumba,Male,Muchinga,0,0,1,1,7,0,1,7,1,1251.0,1720.5,140,9,15.555555555555555,1515,0,,,0,0,0,0
"Tuesday, 7th March, 2023",https://www.parliament.gov.zm/node/10930,Order Paper,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,,,185,Mr Simumba (Nakonde),Minister of Water Development and Sanitation,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 76),"(a) whether the Government is aware that there has been a critical shortage of water, in the past two weeks, in the following areas in Nakonde Parliamentary Constituency: (i) Mukoma; (ii) Katozi; (iii) Old Nakonde; and (iv) Town Centre;and (b) if so, what urgent measures are being taken to resolve the water crisis and prevent water borne diseases.",3,,,,0,,,,,7,,,61,,0,0,349,58,1,5.0344827586206895,12.313275862068991,25.950689655172415,0.089,0.129,0.782,-0.5606,1,0,0,1,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,1,3,health,1,Mr Simumba (Nakonde),Nakonde,Simumba,Male,Muchinga,0,0,1,1,7,0,1,7,42,1251.0,994.0,140,9,15.555555555555555,1515,0,,,0,0,0,0
"Wednsday, 13th March, 2024",https://www.parliament.gov.zm/node/11620,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,298,Mr Simumba (Nakonde),Minister of Education,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) how many teachers were blacklisted for being in possession of forged grade 12 certificates, countrywide, from 2018 to 2021, year by year; (b)    whether the Government has any plans to pardon the affected teachers, especially those that were employed using genuine certificates, but later submitted forged certificates to enhance their chances of promotion; (c)    if so, when the affected teachers will be pardoned and given a second chance in life; and (d)    if there are no such plans, why.",4,,,,0,,,,,7,,,92,,0,0,498,80,1,5.125,-6.552499999999981,34.0475,0.1,0.069,0.83,0.4019,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,education,0,Mr Simumba (Nakonde),Nakonde,Simumba,Male,Muchinga,0,0,1,1,7,0,1,7,48,1251.0,538.5,140,9,15.555555555555555,1515,0,,,0,0,0,0
"Thursday, 26th October, 2023",https://www.parliament.gov.zm/node/11387,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,124,Mr Simumba (Nakonde),Minister of Health,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 76),"(a) why the Government had not repaired the broken radiation machine at the Cancer Diseases Hospital, in Lusaka which has resulted in cancer patients being referred to Tanzania for treatment; (b) what urgent measures are being taken to repair the machine; (c) whether the Government is covering the cost of the patients being referred to Tanzania; and (d) if so, what the cost of referring one patient is.",4,,,,0,,,,,7,,,173,,0,0,405,68,1,4.970588235294118,-2.770294117647069,30.53882352941176,0.056,0.114,0.83,-0.754,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,health,0,Mr Simumba (Nakonde),Nakonde,Simumba,Male,Muchinga,0,0,1,1,7,0,1,7,95,1251.0,277.0,140,9,15.555555555555555,1515,0,,,0,1,0,0
"Friday, 4th March, 2022",https://www.parliament.gov.zm/node/10023,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,269,Mr Simunji (Nalikwanda),Minister of Technology and Science,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government is aware that Airtel Zambia is closing down some communication towers in Nalikwanda Parliamentary Constituency; (b) if so, why the towers are being closed down; (c) how many towers used by Airtel Zambia there were in the Constituency, as of October, 2021; and (d) how many towers at (c) were operational as of the same date.",4,,,,0,,,,,5,,,32,,0,0,351,60,1,4.866666666666666,2.115000000000009,27.870000000000008,0.0,0.0,1.0,0.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,governance,1,Mr Simunji (Nalikwanda),Nalikwanda,Simunji,Male,Unknown,0,0,0,1,7,0,1,5,26,1447.5,1222.5,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Tuesday, 15th February, 2022",https://www.parliament.gov.zm/node/9994,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,117,Mr Simunji (Nalikwanda),Minister of Tourism,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has degazetted part of the Kafue National Park between Nalusanga Check Point and Kafue Hook Bridge to allow for human settlement; and (b) if so, why the settlement has been allowed.",2,,,,0,,,,,5,,,15,,0,0,208,35,1,4.9714285714285715,45.61857142857143,15.591428571428576,0.053,0.0,0.947,0.2263,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,infrastructure,0,Mr Simunji (Nalikwanda),Nalikwanda,Simunji,Male,Unknown,0,0,0,1,7,0,1,5,12,1447.5,1491.0,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Wednesday, 11th June, 2025",https://www.parliament.gov.zm/node/12379,Order Paper,FOURTH SESSION OF THE THIRTEENTH ASSEMBLY,,,302,Mr Simunji (Nalikwanda),Minister of Finance and National Planning,5. QUESTIONS FOR ORAL ANSWER (STANDING ORDER 80),"(a) how much money, meant for the implementation of the credit facility for small and medium enterprises, the Development Bank of Zambia (DBZ), in liquidation, received from the USD750 million Euro Bond issued in 2012; (b) how many small and medium enterprises benefited from the facility; (c)     when the loans were disbursed; (d) how much money had been repaid, as of October, 2024; and (e) what measures the Government is taking to ensure that the loans are repaid in full.",5,,,,0,,,,,5,,,28,,0,0,477,80,1,4.925,-11.839999999999975,34.785,0.062,0.0,0.938,0.6369,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,finance,0,Mr Simunji (Nalikwanda),Nalikwanda,Simunji,Male,Unknown,0,0,0,1,7,0,1,5,19,1447.5,1312.5,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Tuesday, 25th July, 2023",https://www.parliament.gov.zm/node/11147,Order Paper,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,,,414,Mr Simunji (Nalikwanda),Minister of Agriculture,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),(a) which company was contracted to operationalise the Nasange Farming Block in Nalikwanda Parliamentary Constituency; (b) what the scope of work is; (c) what the time frame for the completion of the project is; and (d) what the contract sum for the project is.,4,,,,0,,,,,5,,,79,,0,0,261,44,1,4.954545454545454,33.35227272727275,19.538181818181815,0.0,0.063,0.937,-0.4404,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,agriculture,1,Mr Simunji (Nalikwanda),Nalikwanda,Simunji,Male,Unknown,0,0,0,1,7,0,1,5,42,1447.5,712.0,1291,196,6.586734693877551,1515,0,,,0,0,0,0
